# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep 24 14:02:02 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_dist,sy_vmag
TOI-2236 b,TOI-2236,b,1,1,1,3.53159020,0.050090,14.370,502.16888,0.000000,1688,6248.00,1.57,1.34,0.533,20.1660113,-86.9799650,355.5900000,11.6000000
TOI-2257 b,TOI-2257,b,1,1,1,35.18934600,0.145000,2.194,,0.496000,256,3430.00,0.31,0.33,,194.7396141,77.6617157,57.7911000,15.2110000
TOI-2260 b,TOI-2260,b,1,1,1,0.35247280,0.009700,1.620,,,2609,5534.00,0.94,0.99,,247.6669998,49.0467891,101.2510000,10.4740000
TOI-2266 b,TOI-2266,b,1,1,1,2.32631800,0.020000,1.540,,,550,3200.00,0.24,0.23,,245.2800398,31.5770413,51.6004000,16.5400000
TOI-2285 b,TOI-2285,b,1,1,1,27.26955000,0.136300,1.740,19.50000,0.300000,284,3491.00,0.46,0.45,-1.542,332.5632644,58.7060934,42.4090000,13.4030000
TOI-2337 b,TOI-2337,b,1,1,1,2.99432000,,10.088,508.52545,0.019000,,4780.00,3.22,1.32,,290.6198948,60.8539035,536.0460000,12.5240000
TOI-2338 b,TOI-2338,b,1,1,1,22.65398000,0.158000,11.209,1900.61387,0.676000,799,5581.00,1.05,0.99,-0.013,81.3445824,-34.6682491,313.9960000,12.4830000
TOI-2364 b,TOI-2364,b,1,1,1,4.01975170,0.048710,8.608,71.51139,0.000000,1091,5306.00,0.89,0.95,-0.252,89.1300265,-5.0120298,219.6140000,12.2340000
TOI-2368 b,TOI-2368,b,1,1,1,5.17500730,0.056490,10.839,206.58846,0.061000,1000,5360.00,0.85,0.90,-0.275,134.9576234,-48.4884929,210.9150000,12.4860000
TOI-237 b,TOI-237,b,1,1,1,5.43609800,0.034100,1.440,,0.000000,388,3212.00,0.21,0.18,-2.387,353.2435381,-29.4164870,38.0749000,16.3700000
TOI-2373 b,TOI-2373,b,1,1,1,13.33668000,0.112000,10.424,2955.80419,0.112000,860,5651.00,1.10,1.04,0.051,61.6862197,-16.7557546,508.6860000,13.2510000
TOI-2374 b,TOI-2374,b,1,1,1,4.31361000,0.047100,6.810,56.64000,0.130000,885,4802.00,0.69,0.75,,319.4982407,-22.0498228,134.6550000,12.0950000
TOI-2379 b,TOI-2379,b,1,1,1,5.46938270,0.052630,11.725,1830.69162,0.342000,624,3707.00,0.62,0.65,,358.0920465,-53.0431560,211.2470000,15.5480000
TOI-238 b,TOI-238,b,1,1,2,1.27311400,0.021200,1.612,,,1457,5080.00,0.75,0.79,-0.472,349.2310814,-18.6066463,80.5407000,10.7480000
TOI-238 c,TOI-238,c,1,1,2,8.46565100,0.074900,2.180,6.70000,0.360000,696,5059.00,0.73,0.79,-0.471,349.2310814,-18.6066463,80.5407000,10.7480000
TOI-2384 b,TOI-2384,b,1,1,1,2.13570304,0.027930,11.489,624.85065,0.000000,890,3943.00,0.61,0.64,,36.1561463,-65.0001957,191.5100000,15.1030000
TOI-2406 b,TOI-2406,b,1,1,1,3.07668910,0.022670,2.860,15.60000,0.170000,449,3100.00,0.20,0.17,-2.462,8.8060544,-3.3720833,55.4190000,
TOI-2411 b,TOI-2411,b,1,1,1,0.78269420,0.014400,1.680,,,1355,4099.00,0.68,0.65,,20.9224567,-8.7017944,59.5362000,11.2720000
TOI-2416 b,TOI-2416,b,1,1,1,8.27547900,0.083100,9.864,953.48522,0.320000,1080,5808.00,1.24,1.12,0.197,57.3389409,-60.7871861,557.7330000,13.0190000
TOI-2421 b,TOI-2421,b,1,1,1,4.34740320,0.054300,10.368,105.83686,0.000000,1534,5607.00,1.75,1.13,0.436,33.1540208,-35.3909182,327.9270000,11.4190000
TOI-2427 b,TOI-2427,b,1,1,1,1.30600110,0.020200,1.800,,,1117,4072.00,0.65,0.64,,52.2917315,-31.3628665,28.5147000,10.2950000
TOI-244 b,TOI-244,b,1,1,1,7.39722500,0.055900,1.520,2.68000,,458,3433.00,0.43,0.43,-1.643,10.5697537,-36.7179743,22.0337000,12.8610000
TOI-2443 b,TOI-2443,b,1,1,1,15.66949400,,2.773,,,601,4357.00,0.73,0.66,,40.1798608,1.1996757,23.9258000,9.5100000
TOI-2445 b,TOI-2445,b,1,1,1,0.37112810,0.006400,1.250,,,1060,3333.00,0.27,0.25,,43.3161555,0.0523366,48.5820000,15.6920000
TOI-2447 b,TOI-2447,b,1,1,1,69.33684000,0.347000,9.606,124.90656,0.170000,414,5730.00,1.01,1.03,,70.9975864,-31.9066369,148.9870000,10.5070000
TOI-2459 b,TOI-2459,b,1,1,1,19.10471800,,2.953,,,445,4195.00,0.68,0.66,,82.1433321,-39.3730456,36.6113000,10.7720000
TOI-2497 b,TOI-2497,b,1,1,1,10.65566900,0.116600,11.142,1531.93292,0.195000,1595,7360.00,2.36,1.86,1.167,90.0625878,11.8840577,285.2890000,9.5470000
TOI-2498 b,TOI-2498,b,1,1,1,3.73825200,0.049100,6.060,34.62000,0.089000,1443,5905.00,1.26,1.12,,95.4162204,11.2516477,275.2650000,11.1960000
TOI-251 b,TOI-251,b,1,1,1,4.93777000,0.057410,2.740,317.83000,0.000000,,5875.00,0.88,1.04,-0.080,353.0620655,-37.2558629,99.5230000,9.8870000
TOI-2524 b,TOI-2524,b,1,1,1,7.18585000,0.073000,11.209,203.41018,0.000000,1100,5831.00,1.12,1.01,0.116,160.8868435,-1.9126984,438.8420000,12.8000000
TOI-2525 b,TOI-2525,b,1,1,2,23.28560000,0.151100,8.676,26.69759,0.170000,,5096.00,0.79,0.85,-0.440,86.8509737,-60.5213081,395.3980000,14.2160000
TOI-2525 c,TOI-2525,c,1,1,2,49.25190000,0.249000,10.133,208.81326,0.157000,,5096.00,0.79,0.85,-0.440,86.8509737,-60.5213081,395.3980000,14.2160000
TOI-2529 b,TOI-2529,b,1,1,1,64.59490000,0.327000,11.545,743.71847,0.021000,636,5802.00,1.70,1.11,0.464,118.9945352,-52.3548332,296.2710000,11.5290000
TOI-2545 b,TOI-2545,b,1,1,1,7.99403700,,2.750,,,,5846.29,1.25,1.05,0.218,135.5458029,-3.4208194,107.1180000,9.5210000
TOI-2567 b,TOI-2567,b,1,1,1,5.98394400,0.067200,10.929,63.88351,0.000000,1352,5611.00,1.69,1.13,0.405,288.4656683,66.3479375,504.7750000,12.3000000
TOI-257 b,TOI-257,b,1,1,1,18.38818000,0.152800,7.163,43.86032,0.000000,1027,6095.00,1.87,1.41,0.636,47.5172608,-50.8322632,76.9028000,7.5700000
TOI-2570 b,TOI-2570,b,1,1,1,2.98876150,0.041450,13.641,260.61929,0.000000,1431,5771.00,1.09,1.06,0.079,87.1880397,32.0840435,361.8570000,12.5690000
TOI-2583 A b,TOI-2583 A,b,1,2,1,4.52072650,0.057100,14.460,79.45710,0.000000,1456,5936.00,1.48,1.22,0.388,272.2670293,45.3368996,566.1890000,12.5860000
TOI-2587 A b,TOI-2587 A,b,1,2,1,5.45664000,0.063500,12.072,69.28659,0.000000,1445,5760.00,1.73,1.15,0.471,115.9317105,-1.0733330,373.6750000,11.5440000
TOI-2589 b,TOI-2589,b,1,1,1,61.62770000,0.300000,12.106,1112.39942,0.522000,592,5579.00,1.07,0.93,-0.004,107.4881501,-37.2309480,200.2730000,11.4150000
TOI-260 b,TOI-260,b,1,1,1,13.47585300,0.094300,1.710,4.23000,0.000000,493,4026.00,0.61,0.62,0.087,4.7730178,-9.9661505,20.1852000,9.9000000
TOI-261.01,TOI-261,b,1,1,1,3.36392540,0.034792,3.045,,,1722,5890.30,1.28,0.50,,15.2181412,-24.4239934,114.4950000,9.5600000
TOI-262 b,TOI-262,b,1,1,1,11.14529000,0.163000,2.070,,,584,5310.00,0.85,0.91,,32.5346870,-31.0706272,43.9320000,8.9100000
TOI-2641 b,TOI-2641,b,1,1,1,4.88097400,0.060700,18.103,122.68177,0.180000,1387,6100.00,1.34,1.16,0.340,171.1303716,-42.7321394,344.0450000,11.6930000
TOI-2669 b,TOI-2669,b,1,1,1,6.20340000,,19.728,193.87533,0.090000,,4800.00,4.10,1.19,,134.7226445,-13.3125792,393.4430000,10.9160000
TOI-269 b,TOI-269,b,1,1,1,3.69771040,0.034500,2.770,8.80000,0.425000,531,3514.00,0.40,0.39,,75.8462827,-54.1777213,57.0225000,14.3700000
TOI-270 b,TOI-270,b,1,1,3,3.36015380,0.031970,1.206,1.58000,0.034000,581,3506.00,0.38,0.39,-1.712,68.4160804,-51.9573937,22.4793000,12.6030000
TOI-270 c,TOI-270,c,1,1,3,5.66057310,0.045260,2.355,6.15000,0.027000,488,3506.00,0.38,0.39,-1.712,68.4160804,-51.9573937,22.4793000,12.6030000
TOI-270 d,TOI-270,d,1,1,3,11.37957300,0.072100,2.133,4.78000,0.032000,387,3506.00,0.38,0.39,-1.712,68.4160804,-51.9573937,22.4793000,12.6030000
TOI-277 b,TOI-277,b,1,1,1,3.99400000,0.026900,2.650,,,,4031.00,0.36,0.16,,19.0766985,-20.9532772,64.6692000,13.6320000
TOI-2796 b,TOI-2796,b,1,1,1,4.80849830,0.056900,17.262,139.84450,0.000000,1205,5764.00,1.07,1.06,0.055,84.1527191,0.8962788,350.3430000,12.4750000
TOI-2803 A b,TOI-2803 A,b,1,2,1,1.96229325,0.031850,18.114,309.88270,0.000000,1893,6280.00,1.25,1.12,0.336,93.1147397,-23.4924956,494.8180000,12.5370000
TOI-2818 b,TOI-2818,b,1,1,1,4.03970900,0.049300,15.278,225.65817,0.000000,1376,5721.00,1.23,0.98,0.164,119.0598183,-35.1167104,312.6740000,11.9370000
TOI-2842 b,TOI-2842,b,1,1,1,3.55140580,0.047500,12.845,117.59651,0.000000,1471,5910.00,1.26,1.14,0.246,108.0442066,-10.6393400,460.9950000,12.5900000
TOI-286 b,TOI-286,b,1,1,2,4.51172440,0.050300,1.420,4.53000,0.000000,979,5152.00,0.78,0.83,0.386,90.9842762,-60.6663348,59.2293000,9.8660000
TOI-286 c,TOI-286,c,1,1,2,39.36182600,0.213000,1.880,3.72000,0.000000,475,5152.00,0.78,0.83,0.386,90.9842762,-60.6663348,59.2293000,9.8660000
TOI-2977 b,TOI-2977,b,1,1,1,2.35056140,0.033860,13.159,533.95172,0.000000,1544,5691.00,1.07,0.94,0.037,143.9265177,-60.3574758,,12.6334000
TOI-3023 b,TOI-3023,b,1,1,1,3.90149710,0.050500,16.432,197.05361,0.000000,1596,5760.00,1.67,1.12,0.444,165.3158231,-72.3567044,389.9160000,12.2520000
TOI-3071 b,TOI-3071,b,1,1,1,1.26693800,0.024900,7.160,68.20000,0.090000,2155,6177.00,1.31,1.29,,173.2790517,-56.5033871,485.2190000,12.3830000
TOI-3082 b,TOI-3082,b,1,1,1,1.92690700,,3.662,,,1033,4263.00,0.68,0.66,,195.9080719,-19.2189845,113.0480000,12.9340000
TOI-3235 b,TOI-3235,b,1,1,1,2.59261842,0.027090,11.400,211.35589,0.029000,604,3388.80,0.37,0.39,-1.790,207.4738488,-46.0665139,72.8110000,15.1600000
TOI-3261 b,TOI-3261,b,1,1,1,0.88313310,0.017140,3.820,30.30000,0.000000,1722,5068.00,0.85,0.86,-0.367,47.7285242,-73.5319720,300.1410000,13.2610000
TOI-329 b,TOI-329,b,1,1,1,5.70439000,0.063800,4.941,40.40000,0.390000,1213,5614.00,1.53,1.07,0.325,351.3210955,-15.6346313,284.3880000,11.2620000
TOI-332 b,TOI-332,b,1,1,1,0.77703800,0.015900,3.200,57.20000,0.000000,1871,5251.00,0.87,0.88,,348.0589516,-44.8764852,222.8520000,12.3490000
TOI-3321 b,TOI-3321,b,1,1,1,3.65251450,0.047000,15.558,176.07694,0.054000,1616,5850.00,1.55,1.04,0.405,265.7603351,-65.0082516,285.8950000,11.0760000
TOI-3331 A b,TOI-3331 A,b,1,2,1,2.01802310,0.031440,12.980,721.47048,0.000000,1488,5609.00,0.95,1.02,-0.093,271.3241672,-34.1071710,217.1930000,11.6350000
TOI-3353.01,TOI-3353,b,1,1,1,4.66579650,0.060118,2.667,,,1264,6365.00,1.02,1.33,,106.5298146,-75.8195594,78.7577000,9.3270000
TOI-3362 b,TOI-3362,b,1,1,1,18.09547000,0.153000,12.801,1598.35906,0.815000,,6532.00,1.83,1.45,0.739,155.9841428,-56.8431169,366.9870000,10.8600000
TOI-3364 b,TOI-3364,b,1,1,1,5.87689180,0.067500,12.229,530.77344,0.000000,1264,5706.00,1.42,1.19,0.286,144.5377709,-49.3352226,277.8990000,11.8750000
TOI-3540 A b,TOI-3540 A,b,1,2,1,3.11999900,0.042890,23.539,375.03752,0.000000,1498,5810.00,1.23,1.08,0.190,328.9113712,28.1794996,,11.5140000
TOI-3568 b,TOI-3568,b,1,1,1,4.41796500,0.048500,5.300,26.40000,0.035000,899,4969.00,0.72,0.78,0.330,322.6023682,34.7395805,197.9060000,12.8790000
TOI-3629 b,TOI-3629,b,1,1,1,3.93655100,0.043000,8.295,82.63539,0.050000,690,3870.00,0.60,0.63,,359.7933851,39.3142556,130.0910000,14.6390000
TOI-3688 A b,TOI-3688 A,b,1,2,1,3.24607500,0.045600,13.081,311.47184,0.000000,1534,5950.00,1.30,1.20,0.283,39.2823371,54.8512152,396.3780000,12.2410000
TOI-3693 b,TOI-3693,b,1,1,1,9.08851600,0.081300,12.599,324.18498,0.000000,801,5321.00,0.79,0.87,-0.344,15.6543938,51.3038918,176.4360000,11.9480000
TOI-3714 b,TOI-3714,b,1,2,1,2.15484900,0.027000,11.321,222.47988,0.030000,750,3660.00,0.51,0.53,,69.5523415,39.4580035,112.7100000,15.7000000
TOI-3757 b,TOI-3757,b,1,1,1,3.43875300,0.038450,12.000,85.30000,0.140000,759,3913.00,0.62,0.64,-1.060,91.0036423,55.0199793,181.1390000,14.8120000
TOI-3785 b,TOI-3785,b,1,1,1,4.67473730,0.043000,5.140,14.95000,0.110000,582,3576.00,0.50,0.52,-1.435,130.9002258,63.0780768,79.7634000,14.5950000
TOI-3807 b,TOI-3807,b,1,1,1,2.89897270,0.042100,18.495,330.54154,0.000000,1646,5772.00,1.47,1.18,0.332,139.1125648,69.0741284,421.7450000,11.8560000
TOI-3819 b,TOI-3819,b,1,1,1,3.24431410,0.046110,13.137,352.78953,0.000000,1633,5859.00,1.54,1.24,0.400,121.8632568,29.3886446,558.1410000,12.5420000
TOI-3884 b,TOI-3884,b,1,1,1,4.54458280,0.036100,6.430,32.59000,0.060000,441,3180.00,0.30,0.30,,181.5718341,12.5070258,43.1448000,15.7440000
TOI-3894 b,TOI-3894,b,1,1,1,4.33454000,0.053540,15.278,260.61929,0.050000,1531,6000.00,1.50,1.14,0.419,201.3748265,52.7681036,417.3650000,11.9920000
TOI-3912 b,TOI-3912,b,1,1,1,3.49362640,0.046300,14.280,129.03833,0.000000,1512,5725.00,1.39,1.09,0.273,215.8014956,24.0765639,465.9920000,12.5070000
TOI-3919 b,TOI-3919,b,1,1,1,7.43323400,0.079500,12.319,1233.17422,0.259000,1198,6100.00,1.32,1.21,0.336,208.9447534,40.3918061,604.5910000,12.8580000
TOI-3976 A b,TOI-3976 A,b,1,2,1,6.60766200,0.074300,12.274,55.61997,0.000000,1295,5975.00,1.50,1.25,0.413,224.3560083,44.2743223,516.0870000,12.4030000
TOI-3984 A b,TOI-3984 A,b,1,2,1,4.35332600,0.041000,7.900,44.00000,0.230000,563,3476.00,0.47,0.49,,226.3371468,36.7869747,108.8830000,15.6940000
TOI-4010 b,TOI-4010,b,1,1,4,1.34833500,0.022900,3.020,11.00000,0.030000,1441,4960.00,0.83,0.88,,20.2148196,66.0722009,177.5040000,12.2910000
TOI-4010 c,TOI-4010,c,1,1,4,5.41465400,0.058000,5.930,20.31000,0.030000,907,4960.00,0.83,0.88,,20.2148196,66.0722009,177.5040000,12.2910000
TOI-4010 d,TOI-4010,d,1,1,4,14.70886000,0.113000,6.180,38.15000,0.070000,650,4960.00,0.83,0.88,,20.2148196,66.0722009,177.5040000,12.2910000
TOI-4010 e,TOI-4010,e,1,1,4,762.00000000,1.570000,,692.00000,0.260000,174,4960.00,0.83,0.88,,20.2148196,66.0722009,177.5040000,12.2910000
TOI-406.01,TOI-406,b,1,1,1,13.17572940,0.085518,1.960,,,344,3349.00,0.39,0.48,,49.2626428,-42.2441492,31.0597000,13.7730000
TOI-4087 b,TOI-4087,b,1,1,1,3.17748350,0.044690,13.047,232.01474,0.000000,1458,6060.00,1.11,1.18,0.176,217.9257785,83.3727061,301.6760000,12.1070000
TOI-411 b,HD 22946,b,1,1,3,4.04029500,0.057270,1.362,13.71000,,1241,6169.00,1.12,1.10,,54.8195380,-42.7630276,62.7792000,8.2700010
TOI-411 c,HD 22946,c,1,1,3,9.57308300,0.101700,2.328,9.72000,,931,6169.00,1.12,1.10,,54.8195380,-42.7630276,62.7792000,8.2700010
TOI-4127 b,TOI-4127,b,1,1,1,56.39879000,0.308100,12.285,731.00534,0.747100,605,6096.00,1.29,1.23,0.316,105.4045516,72.4149297,319.6320000,11.4410000
TOI-4137 b,TOI-4137,b,1,1,1,3.80161220,0.052220,13.574,457.67291,0.000000,1570,6202.00,1.44,1.31,0.439,77.6128790,70.3910790,334.9930000,11.3100000
TOI-4145 A b,TOI-4145 A,b,1,2,1,4.06644280,0.048230,13.305,136.66622,0.000000,1074,5281.00,0.86,0.91,-0.287,39.4297435,80.2673838,205.3870000,12.0840000
TOI-4153 b,TOI-4153,b,1,1,1,4.61741410,0.063110,16.119,365.50267,0.039000,1669,6860.00,1.60,1.57,0.713,335.3934698,82.2160792,423.8400000,11.6010000
TOI-4184 b,TOI-4184,b,1,1,1,4.90198040,0.033600,2.430,,,412,3238.00,0.23,0.21,-2.264,43.8284749,-79.4147039,69.3649000,17.1200000
TOI-4201 b,TOI-4201,b,1,1,1,3.58191940,0.040000,13.675,788.21445,0.041000,725,3794.00,0.63,0.61,-1.119,90.4747237,-13.4613710,189.0110000,15.1630000
TOI-421 b,TOI-421,b,1,2,2,5.19757600,0.055400,2.640,6.70000,0.130000,922,5291.00,0.87,0.83,,81.8532824,-14.2767404,74.7969000,9.9310000
TOI-421 c,TOI-421,c,1,2,2,16.06754100,0.117000,5.090,14.10000,0.190000,635,5291.00,0.87,0.83,,81.8532824,-14.2767404,74.7969000,9.9310000
TOI-4308 b,TOI-4308,b,1,1,1,9.15120100,,2.419,,,763,5243.00,0.79,0.90,,327.7530693,-43.5623642,108.9320000,11.2510000
TOI-431 b,TOI-431,b,1,1,3,0.49004700,0.011300,1.280,3.07000,0.000000,1862,4850.00,0.73,0.78,,83.2692502,-26.7238698,32.5686000,9.1200000
TOI-431 c,TOI-431,c,1,1,3,4.84940000,0.052000,,2.83000,0.000000,867,4850.00,0.73,0.78,,83.2692502,-26.7238698,32.5686000,9.1200000
TOI-431 d,TOI-431,d,1,1,3,12.46103000,0.098000,3.290,9.90000,0.000000,633,4850.00,0.73,0.78,,83.2692502,-26.7238698,32.5686000,9.1200000
TOI-4329 b,TOI-4329,b,1,1,1,2.92230000,,16.813,143.02278,0.068000,,6000.00,2.31,1.54,,329.5639152,71.1316048,717.1280000,12.7240000
TOI-4336 A b,TOI-4336 A,b,1,3,1,16.33633400,0.087200,2.120,,,308,3298.00,0.33,0.33,-1.943,206.1070129,-40.3373505,22.5455000,13.6000000
TOI-4342 b,TOI-4342,b,1,1,2,5.53824980,0.052510,2.266,,,634,3901.00,0.60,0.63,-1.127,324.3894196,-77.9791468,61.5204000,12.6690000
TOI-4342 c,TOI-4342,c,1,1,2,10.68871600,0.081400,2.415,,,509,3901.00,0.60,0.63,-1.127,324.3894196,-77.9791468,61.5204000,12.6690000
TOI-4377 b,TOI-4377,b,1,1,1,4.37808100,0.057900,15.110,304.16179,0.045000,,4974.00,3.52,1.36,0.822,164.9324709,-82.2213501,455.8200000,11.7070000
TOI-4379 b,TOI-4379,b,1,1,1,3.25352000,,16.690,353.74302,0.018000,,6020.00,1.98,1.37,0.637,252.0478813,-32.4337532,645.1580000,12.6610000
TOI-4406 b,TOI-4406,b,1,1,1,30.08364000,0.201000,11.209,95.34852,0.150000,904,6219.00,1.29,1.19,0.362,18.0485164,-56.9253875,261.8340000,10.9370000
TOI-4438 b,TOI-4438,b,1,1,1,7.44628000,0.053400,2.520,5.40000,0.140000,435,3422.00,0.37,0.37,-1.768,270.3172389,35.5948992,30.0346000,13.6900000
TOI-444 b,TOI-444,b,1,1,1,17.96360000,0.133000,2.770,,,609,5225.00,0.78,0.96,,64.1839982,-26.7664071,57.3973000,9.8600000
TOI-4443.01,TOI-4443,b,1,1,1,1.84985670,0.029963,1.719,,,1639,5834.00,1.02,1.05,,274.2686643,21.9095459,56.0739000,8.4930000
TOI-4463 A b,TOI-4463 A,b,1,2,1,2.88071980,0.040360,13.260,252.35576,0.000000,1395,5640.00,1.06,1.06,0.011,279.3581286,18.7299522,173.1170000,11.0360000
TOI-4479 b,TOI-4479,b,1,1,1,1.15890000,0.016400,2.820,,,861,3400.00,0.45,0.45,-1.604,316.0969388,24.6536739,80.6532000,15.1800000
TOI-4495.01,TOI-4495,b,1,1,1,5.18300430,0.061733,3.630,,,1383,6156.00,1.34,1.17,,286.3624951,37.0259902,132.2140000,9.5310000
TOI-451 b,TOI-451,b,1,2,3,1.85870300,0.028300,1.910,,0.000000,1491,5550.00,0.88,0.95,-0.189,62.9663850,-37.9397300,123.7390000,10.9390000
TOI-451 c,TOI-451,c,1,2,3,9.19252200,0.082300,3.100,,0.000000,875,5550.00,0.88,0.95,-0.189,62.9663850,-37.9397300,123.7390000,10.9390000
TOI-451 d,TOI-451,d,1,2,3,16.36498800,0.120800,4.070,,0.000000,722,5550.00,0.88,0.95,-0.189,62.9663850,-37.9397300,123.7390000,10.9390000
TOI-4515 b,TOI-4515,b,1,1,1,15.26644600,0.118000,12.170,637.00000,0.461000,705,5433.00,0.86,0.95,-0.236,21.1861778,21.5130638,193.4990000,11.9380000
TOI-4527.01,TOI-4527,b,1,1,1,0.39944450,0.008332,0.909,,,1363,3702.00,0.49,0.48,,19.4722574,5.4711996,18.1037000,10.9170000
TOI-4551 b,TOI-4551,b,1,1,1,9.95581000,0.099400,11.859,473.56433,0.101000,,4896.00,3.55,1.31,0.803,184.9787579,-25.8278531,215.9860000,9.9730000
TOI-4559 b,TOI-4559,b,1,1,1,3.96599100,0.035900,1.415,,,554,3558.00,0.37,0.39,-1.693,211.0135378,-30.0141252,31.6354000,13.1150000
TOI-4562 b,TOI-4562,b,1,1,1,225.11781000,0.768000,12.530,732.00000,0.760000,318,6096.00,1.15,1.19,,112.0100593,-63.5177788,339.6050000,12.1400000
TOI-4582 b,TOI-4582,b,1,1,1,31.03400000,,10.536,168.44906,0.510000,,5190.00,2.50,1.34,,256.8601374,68.8656263,383.8460000,11.2700000
TOI-4600 b,TOI-4600,b,1,1,2,82.68690000,0.349000,6.800,959.84179,0.250000,347,5170.00,0.81,0.89,-0.377,258.4503674,64.5661727,216.0560000,12.5770000
TOI-4600 c,TOI-4600,c,1,1,2,482.81910000,1.152000,9.420,2946.26933,0.210000,191,5170.00,0.81,0.89,-0.377,258.4503674,64.5661727,216.0560000,12.5770000
TOI-4602.01,TOI-4602,b,1,1,1,3.98120910,0.050997,2.550,,,1380,6011.90,1.16,1.12,,60.6003316,31.3298354,63.0637000,8.3200000
TOI-4603 b,TOI-4603,b,1,1,1,7.24599000,0.088800,11.680,4096.80817,0.325000,1677,6264.00,2.74,1.76,1.017,83.8659288,21.2942417,225.6430000,9.2400000
TOI-4633 c,TOI-4633,c,1,2,1,271.94450000,0.847000,3.200,123.00000,0.117000,,5800.00,1.05,1.10,,256.8431021,62.4755480,95.2016000,9.0170000
TOI-4641 b,TOI-4641,b,1,1,1,22.09341000,0.173000,8.183,1229.99594,0.074000,,6560.00,1.72,1.41,0.695,42.5582023,25.3335334,86.3501000,7.5100000
TOI-470 b,TOI-470,b,1,1,1,12.19148000,0.119000,4.340,,,660,5190.00,0.83,0.87,,94.0099043,-25.0314111,130.4600000,11.1710000
TOI-4791 b,TOI-4791,b,1,1,1,4.28088000,0.055500,12.442,734.18362,0.000000,1472,6058.00,1.41,1.24,0.380,109.3883818,-19.8289392,328.8020000,11.5410000
TOI-480 b,TOI-480,b,1,1,1,6.86619600,0.077000,2.854,20.80000,0.000000,1199,6174.00,1.49,1.28,0.462,88.3784618,-16.2653974,54.5306000,7.2800000
TOI-481 b,TOI-481,b,1,1,1,10.33111000,0.097000,11.097,486.27990,0.153000,1370,5735.00,1.66,1.14,0.435,110.5126861,-57.3849980,179.3660000,9.9720000
TOI-4860 b,TOI-4860,b,1,1,1,1.52275910,0.018080,8.700,86.70000,0.008000,694,3260.00,0.36,0.34,,183.5639610,-13.1748411,80.1423000,16.4700000
TOI-500 b,TOI-500,b,1,1,4,0.54817700,0.011890,1.166,1.42000,0.063000,1617,4440.00,0.68,0.74,,106.5590980,-47.5878156,47.3924000,10.5400000
TOI-500 c,TOI-500,c,1,1,4,6.63560000,,,5.03000,0.072000,,4440.00,0.68,0.74,,106.5590980,-47.5878156,47.3924000,10.5400000
TOI-500 d,TOI-500,d,1,1,4,26.23300000,,,33.12000,0.016000,,4440.00,0.68,0.74,,106.5590980,-47.5878156,47.3924000,10.5400000
TOI-500 e,TOI-500,e,1,1,4,61.30000000,,,15.05000,0.073000,,4440.00,0.68,0.74,,106.5590980,-47.5878156,47.3924000,10.5400000
TOI-5076 b,TOI-5076,b,1,2,1,23.44500000,,3.200,16.00000,,615,5070.00,0.78,0.80,-0.489,50.5104166,17.2392094,82.8570000,10.9000000
TOI-5082.01,TOI-5082,b,1,1,1,4.24012200,0.051205,2.548,,,1165,5670.00,0.93,1.00,,106.5695780,22.6831477,43.1406000,8.2500000
TOI-5126 b,TOI-5126,b,1,1,2,5.45883850,0.065190,4.740,,0.000000,1442,6150.00,1.24,1.24,0.299,151.6597827,18.6340631,160.4140000,10.1410000
TOI-5126 c,TOI-5126,c,1,1,2,17.89990000,0.143900,3.860,,0.000000,971,6150.00,1.24,1.24,0.299,151.6597827,18.6340631,160.4140000,10.1410000
TOI-5153 b,TOI-5153,b,1,1,1,20.33003000,0.158000,11.882,1036.12061,0.091000,906,6300.00,1.40,1.24,,91.5403204,-19.9534443,390.4840000,11.9320000
TOI-5174 b,TOI-5174,b,1,1,1,12.21428600,,5.351,,,,5643.77,1.09,1.00,0.039,174.1094967,-2.0233506,197.2430000,11.5830000
